segment,计数,count_std
我党,1,-0.171458956004
收小黄,1,-0.171458956004
收寄,1,-0.171458956004
我待,1,-0.171458956004
我弟,1,-0.171458956004
收割期,1,-0.171458956004
收单,1,-0.171458956004
我建,1,-0.171458956004
我应,1,-0.171458956004
我常,1,-0.171458956004
我定,1,-0.171458956004
收听到,1,-0.171458956004
我委已,1,-0.171458956004
我受,1,-0.171458956004
收复失土,1,-0.171458956004
我办,1,-0.171458956004
我刷,1,-0.171458956004
收容遣送,1,-0.171458956004
成都军区,1,-0.171458956004
收旧,1,-0.171458956004
收购计划,1,-0.171458956004
收视,1,-0.171458956004
收罗,1,-0.171458956004
成熟期,1,-0.171458956004
成沓成,1,-0.171458956004
成正态,1,-0.171458956004
收藏版,1,-0.171458956004
收藏者,1,-0.171458956004
收蛋,1,-0.171458956004
成案,1,-0.171458956004
收来,1,-0.171458956004
成某,1,-0.171458956004
成束,1,-0.171458956004
收货人,1,-0.171458956004
成村,1,-0.171458956004
成本费用,1,-0.171458956004
成本增加,1,-0.171458956004
收购案,1,-0.171458956004
成环,1,-0.171458956004
成称,1,-0.171458956004
收编,1,-0.171458956004
成空,1,-0.171458956004
收款台,1,-0.171458956004
成老,1,-0.171458956004
收涨,1,-0.171458956004
收湿,1,-0.171458956004
收点,1,-0.171458956004
收益分配,1,-0.171458956004
成绩斐然,1,-0.171458956004
收监,1,-0.171458956004
成绩优秀,1,-0.171458956004
成精,1,-0.171458956004
收盘价格,1,-0.171458956004
成等,1,-0.171458956004
收礼,1,-0.171458956004
收租,1,-0.171458956004
成窑,1,-0.171458956004
撤销原判,1,-0.171458956004
戚函收,1,-0.171458956004
截,1,-0.171458956004
摄政王,1,-0.171458956004
摄制,1,-0.171458956004
所藏元,1,-0.171458956004
摄取,1,-0.171458956004
摄山,1,-0.171458956004
摄影家,1,-0.171458956004
摄影术,1,-0.171458956004
所自招,1,-0.171458956004
摄氏,1,-0.171458956004
所要,1,-0.171458956004
所编,1,-0.171458956004
所绘,1,-0.171458956004
摆不下,1,-0.171458956004
所约,1,-0.171458956004
所系,1,-0.171458956004
所立,1,-0.171458956004
摆在首位,1,-0.171458956004
所行,1,-0.171458956004
所访,1,-0.171458956004
摇滚歌手,1,-0.171458956004
所辖县,1,-0.171458956004
扁家,1,-0.171458956004
搭边,1,-0.171458956004
搭进去,1,-0.171458956004
所骗,1,-0.171458956004
所阻,1,-0.171458956004
所选,1,-0.171458956004
所辖市,1,-0.171458956004
携手前进,1,-0.171458956004
所读,1,-0.171458956004
所辖,1,-0.171458956004
所载,1,-0.171458956004
所起,1,-0.171458956004
携金,1,-0.171458956004
所赠,1,-0.171458956004
所赐,1,-0.171458956004
所贴,1,-0.171458956004
摆地摊,1,-0.171458956004
摆姿,1,-0.171458956004
摆宴,1,-0.171458956004
所托非人,1,-0.171458956004
所据,1,-0.171458956004
摇一摇,1,-0.171458956004
摇下,1,-0.171458956004
所报,1,-0.171458956004
摇到,1,-0.171458956004
所扰,1,-0.171458956004
摇号制,1,-0.171458956004
所愿,1,-0.171458956004
所示,1,-0.171458956004
所感,1,-0.171458956004
摇摇摆摆,1,-0.171458956004
所想,1,-0.171458956004
摇旗呐喊,1,-0.171458956004
所急,1,-0.171458956004
摇曳生姿,1,-0.171458956004
所待,1,-0.171458956004
摆进去,1,-0.171458956004
摆过,1,-0.171458956004
摆足,1,-0.171458956004
所排,1,-0.171458956004
摆摆手,1,-0.171458956004
所生,1,-0.171458956004
摆摊设点,1,-0.171458956004
所爱,1,-0.171458956004
所热议,1,-0.171458956004
所烦,1,-0.171458956004
摆正位置,1,-0.171458956004
所测,1,-0.171458956004
所标,1,-0.171458956004
所时,1,-0.171458956004
摆牌,1,-0.171458956004
摆线,1,-0.171458956004
所掠,1,-0.171458956004
摆脱困境,1,-0.171458956004
摆荡,1,-0.171458956004
搭车,1,-0.171458956004
搭调,1,-0.171458956004
搭话,1,-0.171458956004
搞怪,1,-0.171458956004
手术刀,1,-0.171458956004
搞事,1,-0.171458956004
搞团,1,-0.171458956004
搞垮,1,-0.171458956004
搞小动作,1,-0.171458956004
搞平衡,1,-0.171458956004
手提电脑,1,-0.171458956004
搞懂,1,-0.171458956004
手抚,1,-0.171458956004
手提,1,-0.171458956004
搞清,1,-0.171458956004
手推车,1,-0.171458956004
搞破坏,1,-0.171458956004
手指尖,1,-0.171458956004
手持机,1,-0.171458956004
搞起,1,-0.171458956004
搞个,1,-0.171458956004
手术台上,1,-0.171458956004
手机店,1,-0.171458956004
手机电池,1,-0.171458956004
搜时,1,-0.171458956004
搜查证,1,-0.171458956004
手纸,1,-0.171458956004
手筋,1,-0.171458956004
手稿,1,-0.171458956004
搜狗,1,-0.171458956004
手眼通天,1,-0.171458956004
手真,1,-0.171458956004
搜肠刮肚,1,-0.171458956004
搜藏,1,-0.171458956004
手环,1,-0.171458956004
搜遍,1,-0.171458956004
手牵手,1,-0.171458956004
搜集情报,1,-0.171458956004
手检,1,-0.171458956004
手拿着,1,-0.171458956004
手抄,1,-0.171458956004
扇动,1,-0.171458956004
扉页,1,-0.171458956004
手们,1,-0.171458956004
手不释卷,1,-0.171458956004
搭乱建,1,-0.171458956004
搭便车,1,-0.171458956004
搭出,1,-0.171458956004
手不愿,1,-0.171458956004
搭小琳,1,-0.171458956004
搭救,1,-0.171458956004
搬东西,1,-0.171458956004
搭机,1,-0.171458956004
搭班,1,-0.171458956004
搭盖,1,-0.171458956004
搭箭,1,-0.171458956004
扇子,1,-0.171458956004
扇叶,1,-0.171458956004
搭讪者,1,-0.171458956004
手制动器,1,-0.171458956004
手刹,1,-0.171458956004
手包,1,-0.171458956004
手压,1,-0.171458956004
手扶,1,-0.171458956004
手快,1,-0.171458956004
手心,1,-0.171458956004
搬动,1,-0.171458956004
搬取,1,-0.171458956004
手巾,1,-0.171458956004
搬回去,1,-0.171458956004
搬回来,1,-0.171458956004
搬太远,1,-0.171458956004
手工费,1,-0.171458956004
手工艺品,1,-0.171458956004
搬往,1,-0.171458956004
手工劳动,1,-0.171458956004
搬箱,1,-0.171458956004
搬至,1,-0.171458956004
摇滚乐,1,-0.171458956004
所建,1,-0.171458956004
截流,1,-0.171458956004
撒钱边,1,-0.171458956004
撒手锏,1,-0.171458956004
撒旦,1,-0.171458956004
房上,1,-0.171458956004
戾,1,-0.171458956004
撒腿就跑,1,-0.171458956004
户部,1,-0.171458956004
户要,1,-0.171458956004
户有,1,-0.171458956004
房产主,1,-0.171458956004
户政科,1,-0.171458956004
户家报,1,-0.171458956004
撕坏,1,-0.171458956004
户外运动,1,-0.171458956004
撕得,1,-0.171458956004
户外广告,1,-0.171458956004
户去,1,-0.171458956004
房事,1,-0.171458956004
撒回,1,-0.171458956004
所带,1,-0.171458956004
撑下去,1,-0.171458956004
摸着石头过河,1,-0.171458956004
摸索到,1,-0.171458956004
房区,1,-0.171458956004
摸黑,1,-0.171458956004
撂,1,-0.171458956004
撂下,1,-0.171458956004
撂点,1,-0.171458956004
撑不下去,1,-0.171458956004
撒哈拉沙漠,1,-0.171458956004
房企龙,1,-0.171458956004
撑门面,1,-0.171458956004
房产纠纷,1,-0.171458956004
撒上,1,-0.171458956004
撒入,1,-0.171458956004
撒切尔,1,-0.171458956004
房产商,1,-0.171458956004
户会,1,-0.171458956004
戴面具,1,-0.171458956004
撕烂,1,-0.171458956004
戴冰,1,-0.171458956004
戴帽子,1,-0.171458956004
戴巍,1,-0.171458956004
撞车,1,-0.171458956004
撞进,1,-0.171458956004
戴学民,1,-0.171458956004
戴好,1,-0.171458956004
撤下辱华,1,-0.171458956004
撤单,1,-0.171458956004
撕破,1,-0.171458956004
戴冠,1,-0.171458956004
撤地,1,-0.171458956004
戳脊梁骨,1,-0.171458956004
戳穿,1,-0.171458956004
戳伤,1,-0.171458956004
截胡,1,-0.171458956004
撤稿,1,-0.171458956004
撞线,1,-0.171458956004
戴德,1,-0.171458956004
撞痕,1,-0.171458956004
戴文来,1,-0.171458956004
戴长林,1,-0.171458956004
戴绿帽,1,-0.171458956004
戴维营,1,-0.171458956004
撕过,1,-0.171458956004
撞了人,1,-0.171458956004
撞入,1,-0.171458956004
戴炜亚,1,-0.171458956004
撞击到,1,-0.171458956004
戴武军,1,-0.171458956004
撞坏,1,-0.171458956004
撞墙,1,-0.171458956004
戴格尔,1,-0.171458956004
撞机,1,-0.171458956004
撞死,1,-0.171458956004
撞死人,1,-0.171458956004
摸牌,1,-0.171458956004
摸爬滚打,1,-0.171458956004
房卡,1,-0.171458956004
所养,1,-0.171458956004
摊铺,1,-0.171458956004
摊销,1,-0.171458956004
所列前,1,-0.171458956004
摒除,1,-0.171458956004
所列,1,-0.171458956004
摔下来,1,-0.171458956004
所内,1,-0.171458956004
摔打,1,-0.171458956004
所乐,1,-0.171458956004
所借,1,-0.171458956004
摔断了,1,-0.171458956004
摔毁,1,-0.171458956004
所伤,1,-0.171458956004
摔跌,1,-0.171458956004
所任,1,-0.171458956004
所以然,1,-0.171458956004
摊还,1,-0.171458956004
摊边,1,-0.171458956004
摊越,1,-0.171458956004
所前,1,-0.171458956004
摇钱树,1,-0.171458956004
摈弃,1,-0.171458956004
所定,1,-0.171458956004
所在位置,1,-0.171458956004
所困,1,-0.171458956004
所善,1,-0.171458956004
摊位费,1,-0.171458956004
所向,1,-0.171458956004
摊子,1,-0.171458956004
所原,1,-0.171458956004
所卖,1,-0.171458956004
摊派,1,-0.171458956004
所募,1,-0.171458956004
所办,1,-0.171458956004
摊薄,1,-0.171458956004
所乘,1,-0.171458956004
摘发,1,-0.171458956004
摸来摸去,1,-0.171458956004
摩肩接踵,1,-0.171458956004
摩拜们,1,-0.171458956004
房普涨,1,-0.171458956004
房是,1,-0.171458956004
房房,1,-0.171458956004
房户,1,-0.171458956004
房建,1,-0.171458956004
摩羯座,1,-0.171458956004
房已,1,-0.171458956004
摘叶,1,-0.171458956004
摩门教徒,1,-0.171458956004
房屋里,1,-0.171458956004
房屋结构,1,-0.171458956004
房外,1,-0.171458956004
摸手,1,-0.171458956004
房地产界,1,-0.171458956004
房地,1,-0.171458956004
房有车,1,-0.171458956004
房本发,1,-0.171458956004
摩托艇,1,-0.171458956004
房涨,1,-0.171458956004
所举,1,-0.171458956004
摘帽子,1,-0.171458956004
摘录自,1,-0.171458956004
房门口,1,-0.171458956004
房钱,1,-0.171458956004
房达,1,-0.171458956004
房路,1,-0.171458956004
房记,1,-0.171458956004
摘走,1,-0.171458956004
房要,1,-0.171458956004
房自,1,-0.171458956004
房网,1,-0.171458956004
摩天,1,-0.171458956004
房点,1,-0.171458956004
摩崖,1,-0.171458956004
戈尔,1,-0.171458956004
改赴,1,-0.171458956004
怪怨,1,-0.171458956004
教诲,1,-0.171458956004
恫言,1,-0.171458956004
恪振家声,1,-0.171458956004
教育部党组,1,-0.171458956004
教育部考试中心,1,-0.171458956004
恪尽职守,1,-0.171458956004
恩赖特,1,-0.171458956004
恩爱,1,-0.171458956004
教课,1,-0.171458956004
恬淡,1,-0.171458956004
教路,1,-0.171458956004
教辅,1,-0.171458956004
教错,1,-0.171458956004
教龄,1,-0.171458956004
恩来,1,-0.171458956004
恩惠,1,-0.171458956004
敞怀,1,-0.171458956004
恬不知耻,1,-0.171458956004
恬静,1,-0.171458956004
教职人员,1,-0.171458956004
息县,1,-0.171458956004
恰值,1,-0.171458956004
息肉,1,-0.171458956004
息票,1,-0.171458956004
教育史,1,-0.171458956004
教育司,1,-0.171458956004
教育学,1,-0.171458956004
息差,1,-0.171458956004
恭贺,1,-0.171458956004
教育网络,1,-0.171458956004
教育性,1,-0.171458956004
恭谨,1,-0.171458956004
恭恭敬敬,1,-0.171458956004
恭城瑶族自治县,1,-0.171458956004
教育科,1,-0.171458956004
教育系,1,-0.171458956004
教育经费,1,-0.171458956004
恩恩,1,-0.171458956004
恩德,1,-0.171458956004
敞达,1,-0.171458956004
恒温,1,-0.171458956004
恒通,1,-0.171458956004
散工,1,-0.171458956004
散庭后,1,-0.171458956004
散开,1,-0.171458956004
散户,1,-0.171458956004
恒说,1,-0.171458956004
散放,1,-0.171458956004
散文随笔,1,-0.171458956004
恩平,1,-0.171458956004
散文集,1,-0.171458956004
恒洋,1,-0.171458956004
恒泰长,1,-0.171458956004
恒星系,1,-0.171458956004
散状,1,-0.171458956004
恒念,1,-0.171458956004
恒心,1,-0.171458956004
恢复期,1,-0.171458956004
散去,1,-0.171458956004
恢弘,1,-0.171458956004
散伙饭,1,-0.171458956004
敢为天下先,1,-0.171458956004
敢于斗争,1,-0.171458956004
敢作敢为,1,-0.171458956004
恩养院,1,-0.171458956004
敢动,1,-0.171458956004
恩仇,1,-0.171458956004
敢想敢干,1,-0.171458956004
敢打敢拼,1,-0.171458956004
敢教,1,-0.171458956004
恩人,1,-0.171458956004
敢演,1,-0.171458956004
恨不能,1,-0.171458956004
恤衫,1,-0.171458956004
恣意妄为,1,-0.171458956004
散上,1,-0.171458956004
恰在此时,1,-0.171458956004
教职,1,-0.171458956004
戈夫,1,-0.171458956004
教士,1,-0.171458956004
悲惨境遇,1,-0.171458956004
悲壮,1,-0.171458956004
教医住,1,-0.171458956004
教参,1,-0.171458956004
教同团,1,-0.171458956004
悬雍垂,1,-0.171458956004
悬臂,1,-0.171458956004
悬着,1,-0.171458956004
教代罚,1,-0.171458956004
教委会,1,-0.171458956004
教学中心,1,-0.171458956004
您提,1,-0.171458956004
教学效果,1,-0.171458956004
患鼾,1,-0.171458956004
教学服务,1,-0.171458956004
教学材料,1,-0.171458956004
悲酸,1,-0.171458956004
悲难遏,1,-0.171458956004
教署,1,-0.171458956004
救辛怡,1,-0.171458956004
救生,1,-0.171458956004
救生员,1,-0.171458956004
救生圈,1,-0.171458956004
情侣,1,-0.171458956004
情似,1,-0.171458956004
救赎,1,-0.171458956004
情事,1,-0.171458956004
救过,1,-0.171458956004
悼词,1,-0.171458956004
救驾,1,-0.171458956004
情之,1,-0.171458956004
敖江镇,1,-0.171458956004
情义,1,-0.171458956004
教个,1,-0.171458956004
情不自禁,1,-0.171458956004
教书先生,1,-0.171458956004
患方会,1,-0.171458956004
患方,1,-0.171458956004
悠然,1,-0.171458956004
恶势力,1,-0.171458956004
恶言,1,-0.171458956004
恶狗,1,-0.171458956004
教我如何,1,-0.171458956004
恶法,1,-0.171458956004
教条,1,-0.171458956004
恶名,1,-0.171458956004
教版,1,-0.171458956004
恶俗,1,-0.171458956004
悠扬,1,-0.171458956004
恶之花,1,-0.171458956004
恳求,1,-0.171458956004
教科院,1,-0.171458956004
教等,1,-0.171458956004
恰武什奥,1,-0.171458956004
恰是,1,-0.171458956004
恰好相反,1,-0.171458956004
恶语相加,1,-0.171458956004
恻隐,1,-0.171458956004
悄悄儿,1,-0.171458956004
悄悄的,1,-0.171458956004
教学相长,1,-0.171458956004
教学研究,1,-0.171458956004
悠哉,1,-0.171458956004
悟出,1,-0.171458956004
教学要求,1,-0.171458956004
悔意,1,-0.171458956004
悔悟,1,-0.171458956004
教学软件,1,-0.171458956004
教学进度,1,-0.171458956004
悔恨,1,-0.171458956004
悔,1,-0.171458956004
悉心照料,1,-0.171458956004
悉心,1,-0.171458956004
教导团,1,-0.171458956004
悉尼大学,1,-0.171458956004
散货,1,-0.171458956004
恒常,1,-0.171458956004
敦,1,-0.171458956004
数就会,1,-0.171458956004
总操件,1,-0.171458956004
数学知识,1,-0.171458956004
数学系,1,-0.171458956004
总指挥部,1,-0.171458956004
总押码,1,-0.171458956004
总户数,1,-0.171458956004
总成本,1,-0.171458956004
总成交,1,-0.171458956004
总支出,1,-0.171458956004
总成,1,-0.171458956004
总想,1,-0.171458956004
总怕,1,-0.171458956004
总开关,1,-0.171458956004
数得,1,-0.171458956004
总师,1,-0.171458956004
数据中心,1,-0.171458956004
数学方法,1,-0.171458956004
总攻,1,-0.171458956004
恒大是,1,-0.171458956004
数场,1,-0.171458956004
数千套,1,-0.171458956004
总河长,1,-0.171458956004
总氮,1,-0.171458956004
数千条,1,-0.171458956004
数及,1,-0.171458956004
总比分,1,-0.171458956004
总榜,1,-0.171458956004
总机,1,-0.171458956004
总政治部,1,-0.171458956004
数处,1,-0.171458956004
总有一天,1,-0.171458956004
总时,1,-0.171458956004
总教练,1,-0.171458956004
总教头,1,-0.171458956004
数字地球,1,-0.171458956004
数字家庭,1,-0.171458956004
总处,1,-0.171458956004
总商会,1,-0.171458956004
数据处理,1,-0.171458956004
数百亿,1,-0.171458956004
数比,1,-0.171458956004
怵,1,-0.171458956004
怪象,1,-0.171458956004
怪诞,1,-0.171458956004
数百万美元,1,-0.171458956004
数百个,1,-0.171458956004
怪论,1,-0.171458956004
数百亿元,1,-0.171458956004
总合,1,-0.171458956004
数百份,1,-0.171458956004
数百位,1,-0.171458956004
数百公里,1,-0.171458956004
数百处,1,-0.171458956004
数百家,1,-0.171458956004
数百对,1,-0.171458956004
怪怪的,1,-0.171458956004
数步,1,-0.171458956004
数款,1,-0.171458956004
总以,1,-0.171458956004
数栋,1,-0.171458956004
数据录入,1,-0.171458956004
数据挖掘,1,-0.171458956004
数据检索,1,-0.171458956004
数据流,1,-0.171458956004
总召,1,-0.171458956004
数控机床,1,-0.171458956004
数控铣,1,-0.171458956004
数方,1,-0.171458956004
总参,1,-0.171458956004
总决赛,1,-0.171458956004
总兵力,1,-0.171458956004
数有,1,-0.171458956004
总关情,1,-0.171458956004
总任务,1,-0.171458956004
数枪,1,-0.171458956004
总渠,1,-0.171458956004
数千台,1,-0.171458956004
数千公里,1,-0.171458956004
数不在,1,-0.171458956004
恐怖片,1,-0.171458956004
恐吓威胁,1,-0.171458956004
恐同,1,-0.171458956004
数万条,1,-0.171458956004
数上,1,-0.171458956004
数下,1,-0.171458956004
数不出,1,-0.171458956004
数不清,1,-0.171458956004
恋恋不舍,1,-0.171458956004
数不等,1,-0.171458956004
恐共仇,1,-0.171458956004
恐会,1,-0.171458956004
数人,1,-0.171458956004
恍若隔世,1,-0.171458956004
恍惚,1,-0.171458956004
数仅,1,-0.171458956004
恐惧心理,1,-0.171458956004
数一数二,1,-0.171458956004
敬重,1,-0.171458956004
恐掉,1,-0.171458956004
恒大所持,1,-0.171458956004
恒大则,1,-0.171458956004
敬一丹,1,-0.171458956004
恒大以,1,-0.171458956004
恒基,1,-0.171458956004
恒久,1,-0.171458956004
敬民,1,-0.171458956004
敬烟,1,-0.171458956004
敬爱,1,-0.171458956004
恐难,1,-0.171458956004
恐极,1,-0.171458956004
敬礼,1,-0.171458956004
敬编,1,-0.171458956004
敬老,1,-0.171458956004
恐无,1,-0.171458956004
恋童,1,-0.171458956004
数件,1,-0.171458956004
总理大臣,1,-0.171458956004
总线,1,-0.171458956004
总署,1,-0.171458956004
数十吨,1,-0.171458956004
数十家,1,-0.171458956004
总给,1,-0.171458956004
数十年如一日,1,-0.171458956004
数十条,1,-0.171458956004
总经销,1,-0.171458956004
数十款,1,-0.171458956004
总领队,1,-0.171458956004
数十起,1,-0.171458956004
数十辆,1,-0.171458956004
数十道,1,-0.171458956004
总纲,1,-0.171458956004
数十首,1,-0.171458956004
总管,1,-0.171458956004
总的来讲,1,-0.171458956004
总群,1,-0.171458956004
数十亿年,1,-0.171458956004
总藏,1,-0.171458956004
总裁班,1,-0.171458956004
数余扇,1,-0.171458956004
数例,1,-0.171458956004
总防,1,-0.171458956004
总重,1,-0.171458956004
数公里,1,-0.171458956004
数典忘祖,1,-0.171458956004
数刀,1,-0.171458956004
总赢,1,-0.171458956004
数则,1,-0.171458956004
数到,1,-0.171458956004
总说,1,-0.171458956004
总该,1,-0.171458956004
数十万美元,1,-0.171458956004
总装机,1,-0.171458956004
总装备部,1,-0.171458956004
救狗,1,-0.171458956004
救火队员,1,-0.171458956004
救火队,1,-0.171458956004
感化院,1,-0.171458956004
感应器,1,-0.171458956004
放眼看去,1,-0.171458956004
感应,1,-0.171458956004
放空炮,1,-0.171458956004
感并,1,-0.171458956004
感太强,1,-0.171458956004
感召,1,-0.171458956004
感化,1,-0.171458956004
感怀,1,-0.171458956004
感到痛苦,1,-0.171458956004
感到痛心,1,-0.171458956004
放肉帽,1,-0.171458956004
感到恐惧,1,-0.171458956004
放蛇,1,-0.171458956004
感伤,1,-0.171458956004
感人至深,1,-0.171458956004
感念,1,-0.171458956004
感恩节,1,-0.171458956004
惹祸,1,-0.171458956004
感都,1,-0.171458956004
放掉,1,-0.171458956004
愧生,1,-0.171458956004
愧心,1,-0.171458956004
放枪,1,-0.171458956004
愤世嫉俗,1,-0.171458956004
愤,1,-0.171458956004
感骤,1,-0.171458956004
放满,1,-0.171458956004
感情生活,1,-0.171458956004
放火,1,-0.171458956004
感言,1,-0.171458956004
放牛,1,-0.171458956004
感觉得到,1,-0.171458956004
放狠话,1,-0.171458956004
感要,1,-0.171458956004
感情破裂,1,-0.171458956004
感下,1,-0.171458956004
愚蠢地,1,-0.171458956004
愚孝,1,-0.171458956004
政和,1,-0.171458956004
政华,1,-0.171458956004
意为,1,-0.171458956004
意中人,1,-0.171458956004
政协会议,1,-0.171458956004
政协常委会,1,-0.171458956004
政发,1,-0.171458956004
愈来愈少,1,-0.171458956004
愈来愈,1,-0.171458956004
放走,1,-0.171458956004
愈显,1,-0.171458956004
愈伤,1,-0.171458956004
愁眉,1,-0.171458956004
愁得,1,-0.171458956004
愁容,1,-0.171458956004
惺惺相惜,1,-0.171458956004
惺惺作态,1,-0.171458956004
意兴阑珊,1,-0.171458956004
意即,1,-0.171458956004
意在沛公,1,-0.171458956004
意境,1,-0.171458956004
愚公,1,-0.171458956004
愚人节,1,-0.171458956004
放远,1,-0.171458956004
放送,1,-0.171458956004
放错,1,-0.171458956004
放长,1,-0.171458956004
意气相投,1,-0.171458956004
意气,1,-0.171458956004
意欲何为,1,-0.171458956004
意有,1,-0.171458956004
意旨,1,-0.171458956004
意志力,1,-0.171458956004
政企分开,1,-0.171458956004
意定,1,-0.171458956004
意大利队,1,-0.171458956004
放手大干,1,-0.171458956004
放手一搏,1,-0.171458956004
愿交,1,-0.171458956004
慷慨陈词,1,-0.171458956004
懂礼,1,-0.171458956004
懂不懂,1,-0.171458956004
攻击者,1,-0.171458956004
憨态可掬,1,-0.171458956004
憨厚,1,-0.171458956004
攻取,1,-0.171458956004
憋足,1,-0.171458956004
慵懒,1,-0.171458956004
攻防兼备,1,-0.171458956004
慵图,1,-0.171458956004
慰问信,1,-0.171458956004
慨叹,1,-0.171458956004
攻方,1,-0.171458956004
攻讦,1,-0.171458956004
慢粒性,1,-0.171458956004
慢热型,1,-0.171458956004
懂经,1,-0.171458956004
懂网,1,-0.171458956004
攻克难关,1,-0.171458956004
攻中,1,-0.171458956004
改过去,1,-0.171458956004
戈多,1,-0.171458956004
戈兰高地,1,-0.171458956004
戈兰尼,1,-0.171458956004
戈兰,1,-0.171458956004
改造社会,1,-0.171458956004
戈亚斯州,1,-0.171458956004
改邪归正,1,-0.171458956004
懿德,1,-0.171458956004
懵懵懂懂,1,-0.171458956004
懵圈,1,-0.171458956004
懒洋洋,1,-0.171458956004
懒政怠政,1,-0.171458956004
改饲,1,-0.171458956004
攻,1,-0.171458956004
慢点,1,-0.171458956004
攻防战,1,-0.171458956004
放心不下,1,-0.171458956004
慈父,1,-0.171458956004
慎欲,1,-0.171458956004
慎某,1,-0.171458956004
慎权,1,-0.171458956004
慎去,1,-0.171458956004
慌神,1,-0.171458956004
放寒假,1,-0.171458956004
慌忙,1,-0.171458956004
慈溪,1,-0.171458956004
慢条斯理,1,-0.171458956004
慈悲为怀,1,-0.171458956004
慈善会,1,-0.171458956004
放开价格,1,-0.171458956004
放开手,1,-0.171458956004
慈不,1,-0.171458956004
愿自,1,-0.171458956004
愿同次,1,-0.171458956004
放在心上,1,-0.171458956004
慎终追远,1,-0.171458956004
慎言,1,-0.171458956004
放售,1,-0.171458956004
放上去,1,-0.171458956004
慢村,1,-0.171458956004
慢慢悠悠,1,-0.171458956004
放久,1,-0.171458956004
放亮,1,-0.171458956004
慢些,1,-0.171458956004
放任不管,1,-0.171458956004
放低,1,-0.171458956004
慢下来,1,-0.171458956004
慕名而来,1,-0.171458956004
慕名,1,-0.171458956004
放厥,1,-0.171458956004
放号,1,-0.171458956004
慑止,1,-0.171458956004
慑,1,-0.171458956004
惹麻烦,1,-0.171458956004
惹恼,1,-0.171458956004
情史,1,-0.171458956004
效能型,1,-0.171458956004
效果显著,1,-0.171458956004
效法,1,-0.171458956004
惊骇,1,-0.171458956004
效率高,1,-0.171458956004
惊雷,1,-0.171458956004
惊险刺激,1,-0.171458956004
效益型,1,-0.171458956004
惊艳,1,-0.171458956004
惊鸿一瞥,1,-0.171458956004
敌不过,1,-0.171458956004
惊羡,1,-0.171458956004
敌南援,1,-0.171458956004
惊爆,1,-0.171458956004
惊春清,1,-0.171458956004
敌国,1,-0.171458956004
敌对态度,1,-0.171458956004
惊魂未定,1,-0.171458956004
惜盘,1,-0.171458956004
惹怒,1,-0.171458956004
惠水县,1,-0.171458956004
惧,1,-0.171458956004
惦着,1,-0.171458956004
故宫博物院,1,-0.171458956004
惠阳区,1,-0.171458956004
惠誉,1,-0.171458956004
惠缘,1,-0.171458956004
惠深,1,-0.171458956004
惠晓霜,1,-0.171458956004
惟以,1,-0.171458956004
故技重施,1,-0.171458956004
故涉诉,1,-0.171458956004
故要,1,-0.171458956004
故该,1,-0.171458956004
惠昌,1,-0.171458956004
惠安县,1,-0.171458956004
惠农,1,-0.171458956004
敌对状态,1,-0.171458956004
敌情观念,1,-0.171458956004
敌敌畏,1,-0.171458956004
情报系统,1,-0.171458956004
情況,1,-0.171458956004
情治,1,-0.171458956004
情正,1,-0.171458956004
情有独钟,1,-0.171458956004
救命钱,1,-0.171458956004
情指室,1,-0.171458956004
救国,1,-0.171458956004
情报源,1,-0.171458956004
惊天动地,1,-0.171458956004
情报信息,1,-0.171458956004
情报侦察,1,-0.171458956004
情投意合,1,-0.171458956004
救援船只,1,-0.171458956004
救星,1,-0.171458956004
情怨,1,-0.171458956004
情弦,1,-0.171458956004
救助款,1,-0.171458956004
情深意长,1,-0.171458956004
救到,1,-0.171458956004
情种,1,-0.171458956004
惊叹不已,1,-0.171458956004
敏感区,1,-0.171458956004
敏感时期,1,-0.171458956004
惊出,1,-0.171458956004
敏感点,1,-0.171458956004
情趣,1,-0.171458956004
敏瑞时,1,-0.171458956004
情调,1,-0.171458956004
情缘,1,-0.171458956004
救上来,1,-0.171458956004
情绪性,1,-0.171458956004
情系,1,-0.171458956004
情等,1,-0.171458956004
救人者,1,-0.171458956004
救会,1,-0.171458956004
故土难离,1,-0.171458956004
故四,1,-0.171458956004
故其,1,-0.171458956004
政治气候,1,-0.171458956004
想拉,1,-0.171458956004
政治局,1,-0.171458956004
政治局势,1,-0.171458956004
想想也是,1,-0.171458956004
想得开,1,-0.171458956004
想得,1,-0.171458956004
政治文明,1,-0.171458956004
政治派别,1,-0.171458956004
政治路线,1,-0.171458956004
政治犯,1,-0.171458956004
政治理念,1,-0.171458956004
想开,1,-0.171458956004
想干什么,1,-0.171458956004
政治纲领,1,-0.171458956004
政治课,1,-0.171458956004
想定,1,-0.171458956004
政治学家,1,-0.171458956004
想拉起,1,-0.171458956004
想招,1,-0.171458956004
想拦,1,-0.171458956004
惹人,1,-0.171458956004
惹事,1,-0.171458956004
政敌,1,-0.171458956004
政教处,1,-0.171458956004
惶惶不安,1,-0.171458956004
想运,1,-0.171458956004
想读,1,-0.171458956004
想红,1,-0.171458956004
想种,1,-0.171458956004
想海,1,-0.171458956004
想求,1,-0.171458956004
想整,1,-0.171458956004
想改,1,-0.171458956004
政治协商会议,1,-0.171458956004
想换,1,-0.171458956004
想太多,1,-0.171458956004
想多花点,1,-0.171458956004
故作,1,-0.171458956004
惩教署,1,-0.171458956004
